product_id,product_desc,unit_price,stock_qty,reorder_level,source_file,load_timestamp
85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.55,44,95,inventory.xml,2026-08-28 10:16:22.519868
71053,WHITE METAL LANTERN,3.39,386,70,inventory.xml,2026-08-28 10:16:22.519868
84406B,CREAM CUPID HEARTS COAT HANGER,2.75,327,74,inventory.xml,2026-08-28 10:16:22.519868
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3.39,219,91,inventory.xml,2026-08-28 10:16:22.519868
84029E,RED WOOLLY HOTTIE WHITE HEART.,3.39,216,66,inventory.xml,2026-08-28 10:16:22.519868
22752,SET 7 BABUSHKA NESTING BOXES,7.65,429,82,inventory.xml,2026-08-28 10:16:22.519868
21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.25,42,86,inventory.xml,2026-08-28 10:16:22.519868
22633,HAND WARMER UNION JACK,1.85,348,38,inventory.xml,2026-08-28 10:16:22.519868
22632,HAND WARMER RED POLKA DOT,1.85,100,24,inventory.xml,2026-08-28 10:16:22.519868
84879,ASSORTED COLOUR BIRD ORNAMENT,1.69,47,44,inventory.xml,2026-08-28 10:16:22.519868
22745,POPPY'S PLAYHOUSE BEDROOM,2.10,263,42,inventory.xml,2026-08-28 10:16:22.519868
22748,POPPY'S PLAYHOUSE KITCHEN,2.10,487,89,inventory.xml,2026-08-28 10:16:22.519868
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3.75,367,93,inventory.xml,2026-08-28 10:16:22.519868
22310,IVORY KNITTED MUG COSY,1.65,380,20,inventory.xml,2026-08-28 10:16:22.519868
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4.25,358,59,inventory.xml,2026-08-28 10:16:22.519868
22623,BOX OF VINTAGE JIGSAW BLOCKS,4.95,393,85,inventory.xml,2026-08-28 10:16:22.519868
22622,BOX OF VINTAGE ALPHABET BLOCKS,9.95,256,30,inventory.xml,2026-08-28 10:16:22.519868
21754,HOME BUILDING BLOCK WORD,5.95,64,83,inventory.xml,2026-08-28 10:16:22.519868
21755,LOVE BUILDING BLOCK WORD,5.95,419,29,inventory.xml,2026-08-28 10:16:22.519868
21777,RECIPE BOX WITH METAL HEART,7.95,225,57,inventory.xml,2026-08-28 10:16:22.519868
48187,DOORMAT NEW ENGLAND,7.95,250,85,inventory.xml,2026-08-28 10:16:22.519868
22960,JAM MAKING SET WITH JARS,4.25,185,44,inventory.xml,2026-08-28 10:16:22.519868
22913,RED COAT RACK PARIS FASHION,4.95,91,47,inventory.xml,2026-08-28 10:16:22.519868
22912,YELLOW COAT RACK PARIS FASHION,4.95,463,42,inventory.xml,2026-08-28 10:16:22.519868
22914,BLUE COAT RACK PARIS FASHION,4.95,390,77,inventory.xml,2026-08-28 10:16:22.519868
21756,BATH BUILDING BLOCK WORD,5.95,321,40,inventory.xml,2026-08-28 10:16:22.519868
22728,ALARM CLOCK BAKELIKE PINK,3.75,201,99,inventory.xml,2026-08-28 10:16:22.519868
22727,ALARM CLOCK BAKELIKE RED,3.75,411,55,inventory.xml,2026-08-28 10:16:22.519868
22726,ALARM CLOCK BAKELIKE GREEN,3.75,272,58,inventory.xml,2026-08-28 10:16:22.519868
21724,PANDA AND BUNNIES STICKER SHEET,0.85,221,60,inventory.xml,2026-08-28 10:16:22.519868
21883,STARS GIFT TAPE,0.65,225,66,inventory.xml,2026-08-28 10:16:22.519868
10002,INFLATABLE POLITICAL GLOBE,0.85,113,64,inventory.xml,2026-08-28 10:16:22.519868
21791,VINTAGE HEADS AND TAILS CARD GAME,1.25,46,60,inventory.xml,2026-08-28 10:16:22.519868
21035,SET/2 RED RETROSPOT TEA TOWELS,2.95,277,99,inventory.xml,2026-08-28 10:16:22.519868
22326,ROUND SNACK BOXES SET OF4 WOODLAND,2.95,443,84,inventory.xml,2026-08-28 10:16:22.519868
22629,SPACEBOY LUNCH BOX,1.95,31,83,inventory.xml,2026-08-28 10:16:22.519868
22659,LUNCH BOX I LOVE LONDON,1.95,429,76,inventory.xml,2026-08-28 10:16:22.519868
22631,CIRCUS PARADE LUNCH BOX,1.95,413,69,inventory.xml,2026-08-28 10:16:22.519868
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,0.85,138,47,inventory.xml,2026-08-28 10:16:22.519868
21731,RED TOADSTOOL LED NIGHT LIGHT,1.65,315,99,inventory.xml,2026-08-28 10:16:22.519868
22900,SET 2 TEA TOWELS I LOVE LONDON,2.95,82,57,inventory.xml,2026-08-28 10:16:22.519868
21913,VINTAGE SEASIDE JIGSAW PUZZLES,3.75,379,37,inventory.xml,2026-08-28 10:16:22.519868
22540,MINI JIGSAW CIRCUS PARADE,0.42,350,87,inventory.xml,2026-08-28 10:16:22.519868
22544,MINI JIGSAW SPACEBOY,0.42,177,32,inventory.xml,2026-08-28 10:16:22.519868
22492,MINI PAINT SET VINTAGE,0.65,33,88,inventory.xml,2026-08-28 10:16:22.519868
POST,POSTAGE,18.00,485,69,inventory.xml,2026-08-28 10:16:22.519868
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.55,222,29,inventory.xml,2026-08-28 10:16:22.519868
20679,EDWARDIAN PARASOL RED,4.95,446,23,inventory.xml,2026-08-28 10:16:22.519868
37370,RETRO COFFEE MUGS ASSORTED,1.06,338,55,inventory.xml,2026-08-28 10:16:22.519868
21871,SAVE THE PLANET MUG,1.06,389,22,inventory.xml,2026-08-28 10:16:22.519868
21071,VINTAGE BILLBOARD DRINK ME MUG,1.06,379,31,inventory.xml,2026-08-28 10:16:22.519868
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.06,97,61,inventory.xml,2026-08-28 10:16:22.519868
82483,WOOD 2 DRAWER CABINET WHITE FINISH,4.95,181,97,inventory.xml,2026-08-28 10:16:22.519868
82486,WOOD S/3 CABINET ANT WHITE FINISH,6.95,233,57,inventory.xml,2026-08-28 10:16:22.519868
82482,WOODEN PICTURE FRAME WHITE FINISH,2.10,248,84,inventory.xml,2026-08-28 10:16:22.519868
82494L,WOODEN FRAME ANTIQUE WHITE,2.55,21,93,inventory.xml,2026-08-28 10:16:22.519868
21258,VICTORIAN SEWING BOX LARGE,10.95,273,85,inventory.xml,2026-08-28 10:16:22.519868
22114,HOT WATER BOTTLE TEA AND SYMPATHY,3.45,77,70,inventory.xml,2026-08-28 10:16:22.519868
21733,RED HANGING HEART T-LIGHT HOLDER,2.55,371,55,inventory.xml,2026-08-28 10:16:22.519868
22386,JUMBO BAG PINK POLKADOT,1.95,341,61,inventory.xml,2026-08-28 10:16:22.519868
85099C,JUMBO  BAG BAROQUE BLACK WHITE,1.95,461,41,inventory.xml,2026-08-28 10:16:22.519868
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2.95,372,59,inventory.xml,2026-08-28 10:16:22.519868
20723,STRAWBERRY CHARLOTTE BAG,0.85,183,50,inventory.xml,2026-08-28 10:16:22.519868
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3.75,483,39,inventory.xml,2026-08-28 10:16:22.519868
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,3.75,205,99,inventory.xml,2026-08-28 10:16:22.519868
21094,SET/6 RED SPOTTY PAPER PLATES,0.85,162,20,inventory.xml,2026-08-28 10:16:22.519868
20725,LUNCH BAG RED RETROSPOT,1.65,452,27,inventory.xml,2026-08-28 10:16:22.519868
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2.55,185,35,inventory.xml,2026-08-28 10:16:22.519868
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2.55,38,97,inventory.xml,2026-08-28 10:16:22.519868
21212,PACK OF 72 RETROSPOT CAKE CASES,0.42,234,75,inventory.xml,2026-08-28 10:16:22.519868
21975,PACK OF 60 DINOSAUR CAKE CASES,0.55,397,90,inventory.xml,2026-08-28 10:16:22.519868
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.55,94,36,inventory.xml,2026-08-28 10:16:22.519868
84991,60 TEATIME FAIRY CAKE CASES,0.55,231,77,inventory.xml,2026-08-28 10:16:22.519868
84519A,TOMATO CHARLIE+LOLA COASTER SET,2.95,64,49,inventory.xml,2026-08-28 10:16:22.519868
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1.25,343,59,inventory.xml,2026-08-28 10:16:22.519868
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,0.38,237,20,inventory.xml,2026-08-28 10:16:22.519868
21931,JUMBO STORAGE BAG SUKI,1.95,165,69,inventory.xml,2026-08-28 10:16:22.519868
21929,JUMBO BAG PINK VINTAGE PAISLEY,1.95,113,86,inventory.xml,2026-08-28 10:16:22.519868
22961,JAM MAKING SET PRINTED,1.45,282,73,inventory.xml,2026-08-28 10:16:22.519868
22139,RETROSPOT TEA SET CERAMIC 11 PC,4.25,334,32,inventory.xml,2026-08-28 10:16:22.519868
84854,GIRLY PINK TOOL SET,4.95,470,62,inventory.xml,2026-08-28 10:16:22.519868
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.95,218,41,inventory.xml,2026-08-28 10:16:22.519868
82567,"AIRLINE LOUNGE,METAL SIGN",2.10,80,97,inventory.xml,2026-08-28 10:16:22.519868
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.25,416,90,inventory.xml,2026-08-28 10:16:22.519868
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1.25,314,34,inventory.xml,2026-08-28 10:16:22.519868
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1.25,350,60,inventory.xml,2026-08-28 10:16:22.519868
71270,PHOTO CLIP LINE,1.25,48,95,inventory.xml,2026-08-28 10:16:22.519868
22262,FELT EGG COSY CHICKEN,0.85,156,87,inventory.xml,2026-08-28 10:16:22.519868
22637,PIGGY BANK RETROSPOT,2.55,383,76,inventory.xml,2026-08-28 10:16:22.519868
21934,SKULL SHOULDER BAG,1.65,416,71,inventory.xml,2026-08-28 10:16:22.519868
21169,YOU'RE CONFUSING ME METAL SIGN,1.69,217,23,inventory.xml,2026-08-28 10:16:22.519868
21166,COOK WITH WINE METAL SIGN,1.95,402,79,inventory.xml,2026-08-28 10:16:22.519868
21175,GIN + TONIC DIET METAL SIGN,2.10,420,57,inventory.xml,2026-08-28 10:16:22.519868
37444A,YELLOW BREAKFAST CUP AND SAUCER,2.95,193,27,inventory.xml,2026-08-28 10:16:22.519868
37444C,PINK BREAKFAST CUP AND SAUCER,2.95,449,39,inventory.xml,2026-08-28 10:16:22.519868
22083,PAPER CHAIN KIT RETROSPOT,2.95,144,63,inventory.xml,2026-08-28 10:16:22.519868
84971S,SMALL HEART FLOWERS HOOK,0.85,119,78,inventory.xml,2026-08-28 10:16:22.519868
